Eridanus,
Eridanus,
Cassiopeia,
Scorpius,
Crux,
Cancer,
Leo,
Canis Major,
Andromeda,
Taurus,
Sagittarius,
Lyra,
Andromeda,
Lyra,
Sagittarius,
Aquarius,
Cygnus,
Corvus,
Ursa Major,
Taurus,
Taurus,
Cepheus,
Grus,
Draco,
Delphinus,
Cepheus,
Capricornus,
Pegasus,
Leo,
Perseus,
Perseus,
Corvus,
Gemini,
Ursa Major,
Cygnus,
Ursa Major,
Cepheus,
Boötes,
Ursa Major,
Pegasus,
Crater,
Auriga,
Andromeda,
Leo,
Grus,
Sagittarius,
Orion,
Orion,
Scorpius,
Hydra,
Corona Borealis,
Andromeda,
Pisces,
Draco,
Pisces,
Draco,
Draco,
Lynx,
Vela,
Aquila,
Capricornus,
Aquila,
Draco,
Leo,
Canis Major,
Ursa Major,
Ursa Major,
Serpens,
Gemini,
Aquarius,
Eridanus,
Phoenix,
Vulpecula,
Scorpius,
Boötes,
Sagittarius,
Sagittarius,
Lepus,
Sagittarius,
Cancer,
Cancer,
Hydra,
Boötes,
Boötes,
Boötes,
Puppis,
Carina,
Taurus,
Draco,
Perseus,
Taurus,
Triangulum Australe,
Carina,
Cygnus,
Eridanus,
Puppis,
Ophiuchus,
Cetus,
Eridanus,
Eridanus,
Orion,
Orion,
Aries,
Pegasus,
Aries,
Libra,
Aquarius,
Carina,
Auriga,
Cassiopeia,
Gemini,
Cassiopeia,
Ophiuchus,
Taurus,
Ara,
Ursa Major,
Taurus,
Canes Venatici,
Leo,
Cancer,
Canes Venatici,
Hercules,
Eridanus,
Capricornus,
Fornax,
Cygnus,
Capricornus,
Leo,
Coma Berenices,
Cetus,
Scorpius,
Ursa Major,
Draco,
Draco,
Taurus,
Virgo,
Columba,
Taurus,
Draco,
Pegasus,
Cepheus,
Draco,
Scorpius,
Cygnus,
Hydra,
Piscis Austrinus,
Cassiopeia,
Pisces,
Canis Major,
Scorpius,
Crux,
Cepheus,
Draco,
Corvus,
Crux,
Canis Minor,
Scorpius,
Draco,
Centaurus,
Auriga,
Aries,
Auriga,
Orion,
Pegasus,
Virgo,
Pegasus,
Scorpius,
Ursa Major,
Boötes,
Scorpius,
Gemini,
Cetus,
Virgo,
Sagittarius,
Sagittarius,
Sagittarius,
Eridanus,
Virgo,
Equuleus,
Ursa Minor,
Hercules,
Corvus,
Draco,
Cepheus,
Canes Venatici,
Scorpius,
Scorpius,
Aquila,
Virgo,
Aries,
Hercules,
Auriga,
Taurus,
Cassiopeia,
Ophiuchus,
Pegasus,
Vela,
Hercules,
Pegasus,
Gemini,
Ursa Major,
Orion,
Gemini,
Cancer,
Auriga,
Cetus,
Centaurus,
Perseus,
Ursa Major,
Boötes,
Corona Australis,
Taurus,
Aries,
Carina,
Crux,
Hydra,
Virgo,
Orion,
Cetus,
Andromeda,
Perseus,
Perseus,
Canis Major,
Perseus,
Ursa Major,
Triangulum,
Canis Major,
Boötes,
Ursa Major,
Delphinus,
Cancer,
Puppis,
Capricornus,
Cassiopeia,
Boötes,
Andromeda,
Lepus,
Sagittarius,
Corona Borealis,
Hercules,
Aquila,
Pavo,
Columba,
Ursa Major,
Ursa Minor,
Cancer,
Scorpius,
Taurus,
Ursa Minor,
Octans,
Sagittarius,
Gemini,
Virgo,
Leo Minor,
Taurus,
Canis Minor,
Gemini,
Centaurus,
Eridanus,
Eridanus,
Leo,
Hercules,
Ophiuchus,
Draco,
Vela,
Leo,
Pisces,
Orion,
Centaurus,
Delphinus,
Cassiopeia,
Sagittarius,
Ophiuchus,
Auriga,
Aquarius,
Pegasus,
Aquarius,
Aquarius,
Cygnus,
Orion,
Pegasus,
Scorpius,
Hercules,
Ursa Major,
Eridanus,
Pegasus,
Cassiopeia,
Taurus,
Cassiopeia,
Boötes,
Sagitta,
Scorpius,
Lyra,
Aries,
Canis Major,
Aquarius,
Aquarius,
Virgo,
Delphinus,
Leo,
Vela,
Lyra,
Virgo,
Orion,
Ursa Major,
Draco,
Ursa Major,
Ursa Major,
Ursa Major,
Aquila,
Cancer,
Taurus,
Cancer,
Gemini,
Sagittarius,
Orion,
Eridanus,
Draco,
Grus,
Taurus,
Draco,
Andromeda,
Camelopardalis,
Pisces,
Puppis,
Hydra,
Serpens,
Canis Major,
Lyra,
Andromeda,
Virgo,
Gemini,
Columba,
Canis Major,
Phoenix,
Scorpius,
Boötes,
Ophiuchus,
Ophiuchus,
Ursa Minor,
Virgo,
Eridanus,
Virgo,
Hydra,
Eridanus,
Leo,
Libra,
Libra,
Libra,
Acamar,
Achernar,
Achird,
Acrab,
Acrux,
Acubens,
Adhafera,
Adhara,
Adhil,
Ain,
Ainalrami,
Aladfar,
Alamak †,
Alathfar †,
Albaldah,
Albali,
Albireo,
Alchiba,
Alcor,
Alcyone,
Aldebaran,
Alderamin,
Aldhanab,
Aldhibah,
Aldulfin,
Alfirk,
Algedi,
Algenib,
Algieba,
Algol,
—,
Algorab,
Alhena,
Alioth,
Aljanah,
Alkaid,
Al Kalb al Rai †,
Alkalurops,
Alkaphrah,
Alkarab,
Alkes,
Almaaz,
Almach,
Al Minliar al Asad †,
Alnair,
Alnasl,
Alnilam,
Alnitak,
